3963.5107,9c51d3a2-dd14-4d8c-98b8-2e1fb598c187,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-08,10000,0.96,0.75,0.1
3940.4905,023fc81b-b70f-4be4-aba8-852bca68071d,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-07,10000,0.96,0.75,0.1
4128.018,9f8e64b1-2b55-48fe-858b-a1f32578f2d0,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.01,10000,0.96,0.75,0.1
4128.018,4935b666-dcdf-473a-a9c0-c4a83a94bd10,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.001,10000,0.96,0.75,0.1
4196.197,66703bea-2124-4566-a5f7-651d5b183b88,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-09,10000,0.96,0.75,0.1
3910.049,e1c27181-caee-4a88-b758-bcef5f4d3e1c,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.1
3838.6843,22f6c0c0-8126-4aee-95ca-c0bedc56e6f1,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-05,10000,0.96,0.75,0.1
4128.018,05771de9-dc8e-4245-a2f4-c8187f69caea,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.5,10000,0.96,0.75,0.1
4128.018,e97848a2-7310-4220-9afd-9d8d161bfc9d,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.1,10000,0.96,0.75,0.1
4128.018,98756916-dab1-478e-a33a-6343a8bbec67,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1.0,10000,0.96,0.75,0.1
4128.018,39047ff0-94c6-471b-9433-a7b10755cd63,logs/snn_sweeps_l_rate.csv,193012823,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.0001,10000,0.96,0.75,0.1
3940.3223,ffaf6a28-2905-46dd-b80a-bb884bd47f3b,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-07,10000,0.96,0.75,0.1
3968.8223,0f8bf58e-99b6-453f-9f41-7b8e389ee621,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-08,10000,0.96,0.75,0.1
4181.8345,2e94a7c3-742e-4def-a582-4c988c5909a1,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-09,10000,0.96,0.75,0.1
3902.0796,87c17495-4421-489c-830b-4d2f1ec83ce9,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-05,10000,0.96,0.75,0.1
3882.7532,0c2c2776-14a2-44f6-9194-5f32b5ce2010,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.1
4128.018,c0768cd8-ff56-4bd8-923c-76cd2cd8d566,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.0001,10000,0.96,0.75,0.1
4128.018,31561d8f-9efe-44ed-9487-7c739105a743,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.1,10000,0.96,0.75,0.1
4128.018,fef5c0c4-5275-4dfa-af7e-7acb109dc6fa,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.001,10000,0.96,0.75,0.1
4128.018,ec2b173c-f77a-4427-983f-3149f504be33,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1.0,10000,0.96,0.75,0.1
4128.018,770d3b09-6fe2-4d26-b4d2-42aaf8f57502,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.01,10000,0.96,0.75,0.1
4128.018,431a4321-c3ad-4f74-b15a-a41f7eae2035,logs/snn_sweeps_l_rate.csv,235899598,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.5,10000,0.96,0.75,0.1
4181.191,abc94b3b-737e-4cb3-a3af-ba42e1270df5,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-09,10000,0.96,0.75,0.1
3963.1729,07967358-ca99-47d2-8a33-4e1e23e8618c,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-08,10000,0.96,0.75,0.1
3934.8809,a6e1c57e-5fe4-4b19-a5c7-adcd954262b6,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-07,10000,0.96,0.75,0.1
4128.018,1dc02250-3542-4ab3-baff-4185429ff92d,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.001,10000,0.96,0.75,0.1
4128.018,a0153b8b-27c0-4030-a423-3c53d1fe3ebc,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.0001,10000,0.96,0.75,0.1
3859.879,014de70d-ec24-4ffe-81f0-3cf8b3f2b543,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-05,10000,0.96,0.75,0.1
3860.2407,80d06808-eadd-470f-b6f8-78a82fdd909b,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1e-06,10000,0.96,0.75,0.1
4128.018,8437124f-8624-4889-b15e-829750112abe,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.1,10000,0.96,0.75,0.1
4128.018,bc40226f-31ec-410f-a872-ab741cb0a08d,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.01,10000,0.96,0.75,0.1
4128.018,43aae6dd-31b0-4701-af3e-3a85b37a1645,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,0.5,10000,0.96,0.75,0.1
4128.018,2030b22a-dc0e-45c2-8d81-bd7f8e967ff9,logs/snn_sweeps_l_rate.csv,8627169,data/smile_data_set/input_700_250_25.pkl,data/smile_data_set/smile95.pkl,700-400-250,1.0,10000,0.96,0.75,0.1
